Domain,IP,Status
comanage.sdcc.bnl.de,103.224.182.245,Active
comanage.sdcc.bnl.gov,"99.83.186.75, 75.2.49.220",Active
comanage.sdcc.bnl.cn,170.33.12.185,Active
comanage.sdcc.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
comanage.sdcc.bnl.net,64.237.52.187,Active
comanage.sdcc.bnl.in,86.111.242.221,Active
comanage.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
comanage.sdcc.bnl.us,103.224.182.238,Active
comanage.sdcc.bnl.ru,45.130.41.107,Active
commserveprod.bnl.gov,130.199.78.138,Active
commserveprod.bnl.de,103.224.182.245,Active
commserveprod.bnl.cn,170.33.12.185,Active
commserveprod.bnl.net,64.237.52.187,Active
commserveprod.bnl.in,86.111.242.221,Active
commserveprod.bnl.uk,"76.223.54.146, 13.248.169.48",Active
commserveprod.bnl.us,103.224.182.238,Active
commserveprod.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
commserveprod.bnl.ru,45.130.41.107,Active
commvault1.bnl.gov,130.199.78.156,Active
commvault1.bnl.de,103.224.182.245,Active
commvault1.bnl.net,64.237.52.187,Active
commvault1.bnl.uk,"76.223.54.146, 13.248.169.48",Active
commvault1.bnl.cn,170.33.12.185,Active
commvault1.bnl.us,103.224.182.238,Active
commvault1.bnl.in,86.111.242.221,Active
commvault1.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
commvault1.bnl.ru,45.130.41.107,Active
commvault2.bnl.gov,130.199.78.157,Active
commvault2.bnl.net,64.237.52.187,Active
commvault2.bnl.uk,"13.248.169.48, 76.223.54.146",Active
commvault2.bnl.de,103.224.182.245,Active
commvault2.bnl.in,86.111.242.221,Active
commvault2.bnl.us,103.224.182.238,Active
commvault2.bnl.cn,170.33.12.185,Active
commvault2.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
commvault2.bnl.ru,45.130.41.107,Active
commvault3.bnl.gov,130.199.78.158,Active
commvault3.bnl.net,64.237.52.187,Active
commvault3.bnl.de,103.224.182.245,Active
commvault3.bnl.us,103.224.182.238,Active
commvault3.bnl.uk,"76.223.54.146, 13.248.169.48",Active
commvault3.bnl.cn,170.33.12.185,Active
commvault3.bnl.in,86.111.242.221,Active
commvault3.bnl.ru,45.130.41.107,Active
commvault3.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
cr-metro.em.bnl.gov,130.199.119.43,Active
cr-metro.em.bnl.de,103.224.182.245,Active
cr-metro.em.bnl.net,64.237.52.187,Active
cr-metro.em.bnl.uk,"76.223.54.146, 13.248.169.48",Active
cr-metro.em.bnl.us,103.224.182.238,Active
cr-metro.em.bnl.in,86.111.242.221,Active
cr-metro.em.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
cr-metro.em.bnl.ru,45.130.41.107,Active
cr-metro.em.bnl.cn,170.33.12.185,Active
cr2.em.bnl.gov,130.199.119.33,Active
cr2.em.bnl.de,103.224.182.245,Active
cr2.em.bnl.net,64.237.52.187,Active
cr2.em.bnl.in,86.111.242.221,Active
cr2.em.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cr2.em.bnl.us,103.224.182.238,Active
cr2.em.bnl.cn,170.33.12.185,Active
cr2.em.bnl.ru,45.130.41.107,Active
cr2.em.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
cr3.em.bnl.gov,130.199.119.34,Active
cr3.em.bnl.de,103.224.182.245,Active
cr3.em.bnl.net,64.237.52.187,Active
cr3.em.bnl.cn,170.33.12.185,Active
cr3.em.bnl.uk,"76.223.54.146, 13.248.169.48",Active
cr3.em.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
cr3.em.bnl.in,86.111.242.221,Active
cr3.em.bnl.us,103.224.182.238,Active
cr3.em.bnl.ru,45.130.41.107,Active
crlogin.em.bnl.de,103.224.182.245,Active
crlogin.em.bnl.gov,130.199.119.42,Active
crlogin.em.bnl.cn,170.33.12.185,Active
crlogin.em.bnl.net,64.237.52.187,Active
crlogin.em.bnl.uk,"76.223.54.146, 13.248.169.48",Active
crlogin.em.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
crlogin.em.bnl.us,103.224.182.238,Active
crlogin.em.bnl.in,86.111.242.221,Active
crlogin.em.bnl.ru,45.130.41.107,Active
crzeiss.em.bnl.de,103.224.182.245,Active
crzeiss.em.bnl.gov,130.199.119.38,Active
crzeiss.em.bnl.cn,170.33.12.185,Active
crzeiss.em.bnl.net,64.237.52.187,Active
crzeiss.em.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
crzeiss.em.bnl.in,86.111.242.221,Active
crzeiss.em.bnl.uk,"13.248.169.48, 76.223.54.146",Active
crzeiss.em.bnl.us,103.224.182.238,Active
crzeiss.em.bnl.ru,45.130.41.107,Active
cs.faster.bnl.gov,130.199.4.60,Active
cs.faster.bnl.cn,170.33.12.185,Active
cs.faster.bnl.de,103.224.182.245,Active
cs.faster.bnl.net,64.237.52.187,Active
cs.faster.bnl.in,86.111.242.221,Active
cs.faster.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cs.faster.bnl.us,103.224.182.238,Active
cs.faster.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
cs.faster.bnl.ru,45.130.41.107,Active
cssh01.sdcc.bnl.de,103.224.182.245,Active
cssh01.sdcc.bnl.gov,130.199.57.28,Active
cssh01.sdcc.bnl.cn,170.33.12.185,Active
cssh01.sdcc.bnl.net,64.237.52.187,Active
cssh01.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
cssh01.sdcc.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
cssh01.sdcc.bnl.us,103.224.182.238,Active
cssh01.sdcc.bnl.in,86.111.242.221,Active
cssh01.sdcc.bnl.ru,45.130.41.107,Active
cssh02.sdcc.bnl.gov,130.199.57.29,Active
cssh02.sdcc.bnl.cn,170.33.12.185,Active
cssh02.sdcc.bnl.de,103.224.182.245,Active
cssh02.sdcc.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
cssh02.sdcc.bnl.net,64.237.52.187,Active
cssh02.sdcc.bnl.in,86.111.242.221,Active
cssh02.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cssh02.sdcc.bnl.us,103.224.182.238,Active
cssh02.sdcc.bnl.ru,45.130.41.107,Active
cups.s154.bnl.gov,130.199.154.13,Active
cups.s154.bnl.de,103.224.182.245,Active
cups.s154.bnl.net,64.237.52.187,Active
cups.s154.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
cups.s154.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cups.s154.bnl.in,86.111.242.221,Active
cups.s154.bnl.cn,170.33.12.185,Active
cups.s154.bnl.us,103.224.182.238,Active
cups.s154.bnl.ru,45.130.41.107,Active
cups2.s154.bnl.gov,130.199.154.3,Active
cups2.s154.bnl.net,64.237.52.187,Active
cups2.s154.bnl.de,103.224.182.245,Active
cups2.s154.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
cups2.s154.bnl.uk,"76.223.54.146, 13.248.169.48",Active
cups2.s154.bnl.cn,170.33.12.185,Active
cups2.s154.bnl.us,103.224.182.238,Active
cups2.s154.bnl.in,86.111.242.221,Active
cups2.s154.bnl.ru,45.130.41.107,Active
cvmfs-cache3.sdcc.bnl.gov,192.12.15.245,Active
cvmfs-cache3.sdcc.bnl.de,103.224.182.245,Active
cvmfs-cache3.sdcc.bnl.cn,170.33.12.185,Active
cvmfs-cache3.sdcc.bnl.net,64.237.52.187,Active
cvmfs-cache3.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cvmfs-cache3.sdcc.bnl.in,86.111.242.221,Active
cvmfs-cache3.sdcc.bnl.us,103.224.182.238,Active
cvmfs-cache3.sdcc.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
cvmfs-cache3.sdcc.bnl.ru,45.130.41.107,Active
cvmfs-cache4.sdcc.bnl.de,103.224.182.245,Active
cvmfs-cache4.sdcc.bnl.gov,192.12.15.246,Active
cvmfs-cache4.sdcc.bnl.net,64.237.52.187,Active
cvmfs-cache4.sdcc.bnl.cn,170.33.12.185,Active
cvmfs-cache4.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cvmfs-cache4.sdcc.bnl.us,103.224.182.238,Active
cvmfs-cache4.sdcc.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
cvmfs-cache4.sdcc.bnl.ru,45.130.41.107,Active
cvmfs-cache4.sdcc.bnl.in,86.111.242.221,Active
cvmfs-reverse3.sdcc.bnl.gov,192.12.15.239,Active
cvmfs-reverse3.sdcc.bnl.de,103.224.182.245,Active
cvmfs-reverse3.sdcc.bnl.net,64.237.52.187,Active
cvmfs-reverse3.sdcc.bnl.cn,170.33.12.185,Active
cvmfs-reverse3.sdcc.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
cvmfs-reverse3.sdcc.bnl.us,103.224.182.238,Active
cvmfs-reverse3.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cvmfs-reverse3.sdcc.bnl.in,86.111.242.221,Active
cvmfs-reverse3.sdcc.bnl.ru,45.130.41.107,Active
cvmfs-reverse4.sdcc.bnl.gov,192.12.15.244,Active
cvmfs-reverse4.sdcc.bnl.de,103.224.182.245,Active
cvmfs-reverse4.sdcc.bnl.net,64.237.52.187,Active
cvmfs-reverse4.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cvmfs-reverse4.sdcc.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
cvmfs-reverse4.sdcc.bnl.us,103.224.182.238,Active
cvmfs-reverse4.sdcc.bnl.cn,170.33.12.185,Active
cvmfs-reverse4.sdcc.bnl.in,86.111.242.221,Active
cvmfs-reverse4.sdcc.bnl.ru,45.130.41.107,Active
cvmfs-s0a.sdcc.bnl.gov,192.12.15.61,Active
cvmfs-s0a.sdcc.bnl.de,103.224.182.245,Active
cvmfs-s0a.sdcc.bnl.net,64.237.52.187,Active
cvmfs-s0a.sdcc.bnl.cn,170.33.12.185,Active
cvmfs-s0a.sdcc.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
cvmfs-s0a.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
cvmfs-s0a.sdcc.bnl.us,103.224.182.238,Active
cvmfs-s0a.sdcc.bnl.in,86.111.242.221,Active
cvmfs-s0a.sdcc.bnl.ru,45.130.41.107,Active
cvmfs-s0b.sdcc.bnl.gov,192.12.15.136,Active
cvmfs-s0b.sdcc.bnl.de,103.224.182.245,Active
cvmfs-s0b.sdcc.bnl.net,64.237.52.187,Active
cvmfs-s0b.sdcc.bnl.cn,170.33.12.185,Active
cvmfs-s0b.sdcc.bnl.us,103.224.182.238,Active
cvmfs-s0b.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cvmfs-s0b.sdcc.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
cvmfs-s0b.sdcc.bnl.in,86.111.242.221,Active
cvmfs-s0b.sdcc.bnl.ru,45.130.41.107,Active
cvmfs-s1c.sdcc.bnl.cn,170.33.12.185,Active
cvmfs-s1c.sdcc.bnl.gov,192.12.15.238,Active
cvmfs-s1c.sdcc.bnl.net,64.237.52.187,Active
cvmfs-s1c.sdcc.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
cvmfs-s1c.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cvmfs-s1c.sdcc.bnl.in,86.111.242.221,Active
cvmfs-s1c.sdcc.bnl.us,103.224.182.238,Active
cvmfs-s1c.sdcc.bnl.ru,45.130.41.107,Active
cvmfs-s1c.sdcc.bnl.de,103.224.182.245,Active
cvmfs-s1d.sdcc.bnl.de,103.224.182.245,Active
cvmfs-s1d.sdcc.bnl.cn,170.33.12.185,Active
cvmfs-s1d.sdcc.bnl.gov,192.12.15.59,Active
cvmfs-s1d.sdcc.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
cvmfs-s1d.sdcc.bnl.net,64.237.52.187,Active
cvmfs-s1d.sdcc.bnl.in,86.111.242.221,Active
cvmfs-s1d.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cvmfs-s1d.sdcc.bnl.us,103.224.182.238,Active
cvmfs-s1d.sdcc.bnl.ru,45.130.41.107,Active
cvmfs-stratum-zero.sdcc.bnl.gov,192.12.15.61,Active
cvmfs-stratum-zero.sdcc.bnl.de,103.224.182.245,Active
cvmfs-stratum-zero.sdcc.bnl.net,64.237.52.187,Active
cvmfs-stratum-zero.sdcc.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
cvmfs-stratum-zero.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
cvmfs-stratum-zero.sdcc.bnl.us,103.224.182.238,Active
cvmfs-stratum-zero.sdcc.bnl.in,86.111.242.221,Active
cvmfs-stratum-zero.sdcc.bnl.cn,170.33.12.185,Active
cvmfs-stratum-zero.sdcc.bnl.ru,45.130.41.107,Active
cvmfs.racf.bnl.gov,"192.12.15.239, 192.12.15.244",Active
cvmfs.racf.bnl.de,103.224.182.245,Active
cvmfs.racf.bnl.net,64.237.52.187,Active
cvmfs.racf.bnl.in,86.111.242.221,Active
cvmfs.racf.bnl.uk,"13.248.169.48, 76.223.54.146",Active
cvmfs.racf.bnl.us,103.224.182.238,Active
cvmfs.racf.bnl.cn,170.33.12.185,Active
cvmfs.racf.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
cvmfs.racf.bnl.ru,45.130.41.107,Active
dashboard1.star.bnl.de,103.224.182.245,Active
dashboard1.star.bnl.gov,130.199.162.181,Active
dashboard1.star.bnl.net,64.237.52.187,Active
dashboard1.star.bnl.cn,170.33.12.185,Active
dashboard1.star.bnl.in,86.111.242.221,Active
dashboard1.star.bnl.uk,"13.248.169.48, 76.223.54.146",Active
dashboard1.star.bnl.us,103.224.182.238,Active
dashboard1.star.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
dashboard1.star.bnl.ru,45.130.41.107,Active
dayabay.bnl.gov,130.199.22.180,Active
dayabay.bnl.de,103.224.182.245,Active
dayabay.bnl.cn,170.33.12.185,Active
dayabay.bnl.net,64.237.52.187,Active
dayabay.bnl.uk,"76.223.54.146, 13.248.169.48",Active
dayabay.bnl.us,103.224.182.238,Active
dayabay.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
dayabay.bnl.in,86.111.242.221,Active
dayabay.bnl.ru,45.130.41.107,Active
dbbak.starp.bnl.net,64.237.52.187,Active
dbbak.starp.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
dbbak.starp.bnl.in,86.111.242.221,Active
dbbak.starp.bnl.cn,170.33.12.185,Active
dbbak.starp.bnl.uk,"76.223.54.146, 13.248.169.48",Active
dbbak.starp.bnl.us,103.224.182.238,Active
dbbak.starp.bnl.ru,45.130.41.107,Active
dbbak.starp.bnl.gov,130.199.60.88,Active
dbbak.starp.bnl.de,103.224.182.245,Active
dcbldoor.sdcc.bnl.de,103.224.182.245,Active
dcbldoor.sdcc.bnl.gov,"192.33.128.61, 192.33.128.60, 192.33.128.62",Active
dcbldoor.sdcc.bnl.net,64.237.52.187,Active
dcbldoor.sdcc.bnl.cn,170.33.12.185,Active
dcbldoor.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
dcbldoor.sdcc.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
dcbldoor.sdcc.bnl.us,103.224.182.238,Active
dcbldoor.sdcc.bnl.in,86.111.242.221,Active
dcbldoor.sdcc.bnl.ru,45.130.41.107,Active
dcbldoor03.sdcc.bnl.de,103.224.182.245,Active
dcbldoor03.sdcc.bnl.gov,192.33.128.60,Active
dcbldoor03.sdcc.bnl.cn,170.33.12.185,Active
dcbldoor03.sdcc.bnl.net,64.237.52.187,Active
dcbldoor03.sdcc.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
dcbldoor03.sdcc.bnl.in,86.111.242.221,Active
dcbldoor03.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
dcbldoor03.sdcc.bnl.us,103.224.182.238,Active
dcbldoor03.sdcc.bnl.ru,45.130.41.107,Active
dcbldoor04.sdcc.bnl.de,103.224.182.245,Active
dcbldoor04.sdcc.bnl.gov,192.33.128.61,Active
dcbldoor04.sdcc.bnl.net,64.237.52.187,Active
dcbldoor04.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
dcbldoor04.sdcc.bnl.cn,170.33.12.185,Active
dcbldoor04.sdcc.bnl.us,103.224.182.238,Active
dcbldoor04.sdcc.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
dcbldoor04.sdcc.bnl.in,86.111.242.221,Active
dcbldoor04.sdcc.bnl.ru,45.130.41.107,Active
dcbldoor05.sdcc.bnl.de,103.224.182.245,Active
dcbldoor05.sdcc.bnl.gov,192.33.128.62,Active
dcbldoor05.sdcc.bnl.cn,170.33.12.185,Active
dcbldoor05.sdcc.bnl.net,64.237.52.187,Active
dcbldoor05.sdcc.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
dcbldoor05.sdcc.bnl.in,86.111.242.221,Active
dcbldoor05.sdcc.bnl.us,103.224.182.238,Active
dcbldoor05.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
dcbldoor05.sdcc.bnl.ru,45.130.41.107,Active
dcbldoor06.sdcc.bnl.gov,192.33.128.63,Active
dcbldoor06.sdcc.bnl.de,103.224.182.245,Active
dcbldoor06.sdcc.bnl.net,64.237.52.187,Active
dcbldoor06.sdcc.bnl.cn,170.33.12.185,Active
dcbldoor06.sdcc.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
dcbldoor06.sdcc.bnl.in,86.111.242.221,Active
dcbldoor06.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
dcbldoor06.sdcc.bnl.us,103.224.182.238,Active
dcbldoor06.sdcc.bnl.ru,45.130.41.107,Active
dcblsrm02.sdcc.bnl.de,103.224.182.245,Active
dcblsrm02.sdcc.bnl.gov,192.33.128.64,Active
dcblsrm02.sdcc.bnl.net,64.237.52.187,Active
dcblsrm02.sdcc.bnl.cn,170.33.12.185,Active
dcblsrm02.sdcc.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
dcblsrm02.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
dcblsrm02.sdcc.bnl.us,103.224.182.238,Active
dcblsrm02.sdcc.bnl.in,86.111.242.221,Active
dcblsrm02.sdcc.bnl.ru,45.130.41.107,Active
dcblsrm03.sdcc.bnl.gov,192.33.128.65,Active
dcblsrm03.sdcc.bnl.de,103.224.182.245,Active
dcblsrm03.sdcc.bnl.cn,170.33.12.185,Active
dcblsrm03.sdcc.bnl.net,64.237.52.187,Active
dcblsrm03.sdcc.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
dcblsrm03.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
dcblsrm03.sdcc.bnl.in,86.111.242.221,Active
dcblsrm03.sdcc.bnl.us,103.224.182.238,Active
dcblsrm03.sdcc.bnl.ru,45.130.41.107,Active
dcdndoor.sdcc.bnl.gov,"192.33.128.68, 192.33.128.74, 192.33.128.67",Active
dcdndoor.sdcc.bnl.de,103.224.182.245,Active
dcdndoor.sdcc.bnl.net,64.237.52.187,Active
dcdndoor.sdcc.bnl.cn,170.33.12.185,Active
dcdndoor.sdcc.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
dcdndoor.sdcc.bnl.in,86.111.242.221,Active
dcdndoor.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
dcdndoor.sdcc.bnl.us,103.224.182.238,Active
dcdndoor.sdcc.bnl.ru,45.130.41.107,Active
dcdndoor01.sdcc.bnl.gov,192.33.128.73,Active
dcdndoor01.sdcc.bnl.de,103.224.182.245,Active
dcdndoor01.sdcc.bnl.net,64.237.52.187,Active
dcdndoor01.sdcc.bnl.cn,170.33.12.185,Active
dcdndoor01.sdcc.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
dcdndoor01.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
dcdndoor01.sdcc.bnl.us,103.224.182.238,Active
dcdndoor01.sdcc.bnl.in,86.111.242.221,Active
dcdndoor01.sdcc.bnl.ru,45.130.41.107,Active
dcdndoor02.sdcc.bnl.gov,192.33.128.74,Active
dcdndoor02.sdcc.bnl.de,103.224.182.245,Active
dcdndoor02.sdcc.bnl.net,64.237.52.187,Active
dcdndoor02.sdcc.bnl.cn,170.33.12.185,Active
dcdndoor02.sdcc.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
dcdndoor02.sdcc.bnl.in,86.111.242.221,Active
dcdndoor02.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
dcdndoor02.sdcc.bnl.us,103.224.182.238,Active
dcdndoor02.sdcc.bnl.ru,45.130.41.107,Active
dcdndoor03.sdcc.bnl.gov,192.33.128.67,Active
dcdndoor03.sdcc.bnl.net,64.237.52.187,Active
dcdndoor03.sdcc.bnl.de,103.224.182.245,Active
dcdndoor03.sdcc.bnl.cn,170.33.12.185,Active
dcdndoor03.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
dcdndoor03.sdcc.bnl.us,103.224.182.238,Active
dcdndoor03.sdcc.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
dcdndoor03.sdcc.bnl.in,86.111.242.221,Active
dcdndoor03.sdcc.bnl.ru,45.130.41.107,Active
dcdndoor04.sdcc.bnl.gov,192.33.128.68,Active
dcdndoor04.sdcc.bnl.de,103.224.182.245,Active
dcdndoor04.sdcc.bnl.net,64.237.52.187,Active
dcdndoor04.sdcc.bnl.cn,170.33.12.185,Active
dcdndoor04.sdcc.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
dcdndoor04.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
dcdndoor04.sdcc.bnl.us,103.224.182.238,Active
dcdndoor04.sdcc.bnl.ru,45.130.41.107,Active
dcdndoor04.sdcc.bnl.in,86.111.242.221,Active
dcdoor-tape.usatlas.bnl.de,103.224.182.245,Active
dcdoor-tape.usatlas.bnl.gov,"192.12.15.187, 192.12.15.193, 192.12.15.189, 192.12.15.195, 192.12.15.183, 192.12.15.190, 192.12.15.184, 192.12.15.185, 192.12.15.186, 192.12.15.196, 192.12.15.188, 192.12.15.198, 192.12.15.191, 192.12.15.192, 192.12.15.197, 192.12.15.194",Active
dcdoor-tape.usatlas.bnl.net,64.237.52.187,Active
dcdoor-tape.usatlas.bnl.uk,"13.248.169.48, 76.223.54.146",Active
dcdoor-tape.usatlas.bnl.in,86.111.242.221,Active
dcdoor-tape.usatlas.bnl.us,103.224.182.238,Active
dcdoor-tape.usatlas.bnl.cn,170.33.12.185,Active
dcdoor-tape.usatlas.bnl.ru,45.130.41.107,Active
dcdoor-tape.usatlas.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
dcdoor02.usatlas.bnl.gov,192.12.15.222,Active
dcdoor03.usatlas.bnl.gov,192.12.15.223,Active
dcdoor05.usatlas.bnl.gov,192.12.15.226,Active
dcdoor06.usatlas.bnl.gov,192.12.15.227,Active
dcdoor07.usatlas.bnl.gov,192.12.15.228,Active
dcdoor04.usatlas.bnl.gov,192.12.15.225,Active
dcdoor08.usatlas.bnl.gov,192.12.15.229,Active
dcdoor09.usatlas.bnl.gov,192.12.15.230,Active
dcdoor10.usatlas.bnl.gov,192.12.15.231,Active
dcdoor12.usatlas.bnl.gov,192.12.15.233,Active
dcdoor14.usatlas.bnl.gov,192.12.15.235,Active
dcdoor13.usatlas.bnl.gov,192.12.15.234,Active
dcdoor15.usatlas.bnl.gov,192.12.15.236,Active
dcdoor16.usatlas.bnl.gov,192.12.15.237,Active
dcdoor17.usatlas.bnl.gov,192.12.15.240,Active
dcdoor18.usatlas.bnl.gov,192.12.15.241,Active
dcdoor19.usatlas.bnl.gov,192.12.15.242,Active
dcdoor20.usatlas.bnl.gov,192.12.15.243,Active
dcdoor21.usatlas.bnl.gov,192.12.15.183,Active
dcdoor11.usatlas.bnl.gov,192.12.15.232,Active
dcdoor22.usatlas.bnl.gov,192.12.15.184,Active
dcdoor22.usatlas.bnl.de,103.224.182.245,Active
dcdoor22.usatlas.bnl.net,64.237.52.187,Active
dcdoor22.usatlas.bnl.uk,"76.223.54.146, 13.248.169.48",Active
dcdoor22.usatlas.bnl.us,103.224.182.238,Active
dcdoor22.usatlas.bnl.in,86.111.242.221,Active
dcdoor22.usatlas.bnl.cn,170.33.12.185,Active
dcdoor22.usatlas.bnl.ru,45.130.41.107,Active
dcdoor22.usatlas.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
dcdoor23.usatlas.bnl.de,103.224.182.245,Active
dcdoor23.usatlas.bnl.gov,192.12.15.185,Active
dcdoor23.usatlas.bnl.cn,170.33.12.185,Active
dcdoor23.usatlas.bnl.net,64.237.52.187,Active
dcdoor23.usatlas.bnl.uk,"76.223.54.146, 13.248.169.48",Active
dcdoor23.usatlas.bnl.us,103.224.182.238,Active
dcdoor23.usatlas.bnl.in,86.111.242.221,Active
dcdoor23.usatlas.bnl.ru,45.130.41.107,Active
dcdoor23.usatlas.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
dcdoor24.usatlas.bnl.gov,192.12.15.186,Active
dcdoor24.usatlas.bnl.net,64.237.52.187,Active
dcdoor24.usatlas.bnl.de,103.224.182.245,Active
dcdoor24.usatlas.bnl.cn,170.33.12.185,Active
dcdoor24.usatlas.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
dcdoor24.usatlas.bnl.uk,"76.223.54.146, 13.248.169.48",Active
dcdoor24.usatlas.bnl.us,103.224.182.238,Active
dcdoor24.usatlas.bnl.in,86.111.242.221,Active
dcdoor24.usatlas.bnl.ru,45.130.41.107,Active
dcdoor25.usatlas.bnl.cn,170.33.12.185,Active
dcdoor25.usatlas.bnl.gov,192.12.15.187,Active
dcdoor25.usatlas.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
dcdoor25.usatlas.bnl.net,64.237.52.187,Active
dcdoor25.usatlas.bnl.uk,"13.248.169.48, 76.223.54.146",Active
dcdoor25.usatlas.bnl.in,86.111.242.221,Active
dcdoor25.usatlas.bnl.us,103.224.182.238,Active
dcdoor25.usatlas.bnl.ru,45.130.41.107,Active
dcdoor25.usatlas.bnl.de,103.224.182.245,Active
dcdoor26.usatlas.bnl.de,103.224.182.245,Active
dcdoor26.usatlas.bnl.gov,192.12.15.188,Active
dcdoor26.usatlas.bnl.net,64.237.52.187,Active
dcdoor26.usatlas.bnl.cn,170.33.12.185,Active
dcdoor26.usatlas.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
dcdoor26.usatlas.bnl.in,86.111.242.221,Active
dcdoor26.usatlas.bnl.uk,"13.248.169.48, 76.223.54.146",Active
dcdoor26.usatlas.bnl.us,103.224.182.238,Active
dcdoor26.usatlas.bnl.ru,45.130.41.107,Active
dcdoor27.usatlas.bnl.de,103.224.182.245,Active
dcdoor27.usatlas.bnl.gov,192.12.15.189,Active
