domain,url,status
https://dcdndoor02.sdcc.bnl.gov,https://dcdndoor02.sdcc.bnl.gov/cpanel,Status: 401
https://dcdndoor02.sdcc.bnl.gov,https://dcdndoor02.sdcc.bnl.gov/manage,Status: 401
https://dcdndoor02.sdcc.bnl.gov,https://dcdndoor02.sdcc.bnl.gov/admin.php,Status: 401
https://dcdndoor02.sdcc.bnl.gov,https://dcdndoor02.sdcc.bnl.gov/login.php,Status: 401
https://dcdndoor02.sdcc.bnl.gov,https://dcdndoor02.sdcc.bnl.gov/admin/login.php,Status: 401
https://dcdndoor02.sdcc.bnl.gov,https://dcdndoor02.sdcc.bnl.gov/dashboard,Status: 401
https://dcdndoor02.sdcc.bnl.gov,https://dcdndoor02.sdcc.bnl.gov/admin_area,Status: 401
https://dcdndoor02.sdcc.bnl.gov,https://dcdndoor02.sdcc.bnl.gov/backend,Status: 401
https://dcdndoor02.sdcc.bnl.gov,https://dcdndoor02.sdcc.bnl.gov/moderator,Status: 401
https://dcdndoor02.sdcc.bnl.gov,https://dcdndoor02.sdcc.bnl.gov/admin_console,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/admin,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/administrator,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/admin/login,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/adminpanel,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/login,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/user/login,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/wp-admin,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/cpanel,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/manage,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/admin.php,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/login.php,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/admin/login.php,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/dashboard,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/admin_area,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/backend,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/moderator,Status: 401
https://dcdndoor03.sdcc.bnl.gov,https://dcdndoor03.sdcc.bnl.gov/admin_console,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/admin,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/administrator,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/admin/login,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/adminpanel,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/login,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/user/login,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/wp-admin,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/cpanel,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/manage,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/admin.php,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/login.php,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/admin/login.php,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/dashboard,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/admin_area,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/backend,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/moderator,Status: 401
https://dcdndoor04.sdcc.bnl.gov,https://dcdndoor04.sdcc.bnl.gov/admin_console,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/admin,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/administrator,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/admin/login,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/adminpanel,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/login,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/user/login,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/wp-admin,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/cpanel,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/manage,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/admin.php,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/login.php,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/admin/login.php,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/dashboard,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/admin_area,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/backend,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/moderator,Status: 401
https://dcdoor-tape.usatlas.bnl.gov,https://dcdoor-tape.usatlas.bnl.gov/admin_console,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/admin,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/administrator,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/admin/login,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/adminpanel,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/login,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/user/login,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/wp-admin,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/cpanel,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/manage,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/admin.php,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/login.php,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/admin/login.php,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/dashboard,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/admin_area,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/backend,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/moderator,Status: 401
https://dcdoor22.usatlas.bnl.gov,https://dcdoor22.usatlas.bnl.gov/admin_console,Status: 401
https://dcdoor23.usatlas.bnl.gov,https://dcdoor23.usatlas.bnl.gov/admin,Status: 401
https://dcdoor23.usatlas.bnl.gov,https://dcdoor23.usatlas.bnl.gov/administrator,Status: 401
