domain,spf_status,spf_record,dmarc_status,dmarc_record,dkim_status,dkim_selectors,dkim_records
globus9-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gridgk04.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gridgk03.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus9-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globustest01.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
gridgk04.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gpstime1.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
gridgk05.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globus9-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
globus9-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
globustest01.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
gridgk04.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globustest01.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gridgk04.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
gridgk05.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gridgk06.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
gridgk05.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gridgk06.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gridgk05.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
globustest01.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gpstime1.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gridgk05.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gpstime1.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
gridgk07.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
gridgk06.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gridgk03.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
gpstime1.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gridgk03.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gridgk06.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
gridgk06.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gridgk07.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
gridgk03.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
gridgk07.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gridgk03.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gridgk08.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
gridgk07.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gridgk04.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
gridgk04.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
gridgk08.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gridgk08.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gridgk08.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
gridgk04.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gridgk04.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
guest.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
gpstime1.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gridgk05.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
globus6-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
guest.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
guest.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gridgk06.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
guest.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
gridgk05.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gridgk05.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
guestcentral.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
gridgk07.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
guest.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
guestcentral.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
guestcentral.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gridgk06.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
gridgk06.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gridgk06.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
guestservices.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
guestcentral.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
guestservices.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gridgk07.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
gridgk08.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
guestservices.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
guestservices.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gridgk07.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gridgk07.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gridgk08.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
helios.em.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
guest.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
guestservices.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gridgk08.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gridgk08.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
hpsssdp2.rcf.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
helios.em.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
helios.em.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
guest.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
guestcentral.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
guestcentral.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hpsssdp2.rcf.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
hpsssdp2.rcf.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
guestservices.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
helios.em.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gridgk05.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gridgk07.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hpsssdp2.rcf.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
hpsssdp2.rcf.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
guest.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
hq2010.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
hq2006.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
guestcentral.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
hq2010.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
guestservices.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
guestcentral.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
hq2012.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
helios.em.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
hq2012.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
helios.em.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gridgk08.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
hq2010.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
hq2012.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
hq2010.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
guestservices.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
hq2012.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hq2016.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
hq2012.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
guest.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
helios.em.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
helios.em.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
hq2014.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
helios.em.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
guestcentral.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
hq2016.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
hq2016.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
hsrp.s3.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
hq2010.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
hpsssdp2.rcf.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
hpsssdp2.rcf.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
hsrp.s3.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
guestservices.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
hq2018.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
hq2010.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hsrp.s3.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hpsssdp2.rcf.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
hpsssdp2.rcf.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
hx.itd.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
hsrp.s3.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
hx.itd.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hsrp.s3.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hq2016.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hx.itd.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
hq2010.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
hq2012.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
hx.itd.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
hq2010.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
iads2010.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
hq2016.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
hx.itd.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hq2010.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
iads2010.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
hq2012.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
iads2010.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hsrp.s3.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
iads2010.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
iads2010.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
icalepcs2019.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
hq2016.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
hq2016.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
icalepcs2019m.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
icalepcs2019.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hq2012.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
icalepcs2019.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
icalepcs2019m.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
icalepcs2019.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hsrp.s3.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
hq2016.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
hq2016.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
icalepcs2019m.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hsrp.s3.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
hq2012.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
hx.itd.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
idds01.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
icalepcs2019m.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
hx.itd.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
iads2010.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
hx.itd.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
idds01.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
hx.itd.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
idds01.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
idds02.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
idds01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
idds01.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
idds02.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
icalepcs2019.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
icalepcs2019.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
idds02.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
iads2010.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
icalepcs2019m.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
icalepcs2019m.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
idds02.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
hsrp.s3.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
iads2010.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
idm01.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
idm01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
idds02.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
icalepcs2019.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
idm01.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
idm02.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
icalepcs2019m.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
icalepcs2019.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
idds01.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
iads2010.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
idm01.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
icalepcs2019.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
idm02.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
icalepcs2019m.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
idm03.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
idm02.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
